prod;author;date;review_format;stars;comments
21 Lessons for the 21st Century;Billy Bear;December 15, 2018;Verified Purchase;3;"









  
  
    
  I loved Sapiens - 5+ stars - and liked Homo Deus - 4 stars - but I found 21 Lessons disappointing.  Harari writes well but the book is not really about 21 lessons; more like 21 thoughts - and they are not deep thoughts.

  
"
21 Lessons for the 21st Century;JGBermudez;January 22, 2020;Verified Purchase;1;"









  
  
    
  I like the authors discussion on technology and future implications. The author brings up interesting questions. I disliked the rest. Reference my book review if you have questions.

  
"
21 Lessons for the 21st Century;Amazon Customer;April 21, 2019;Verified Purchase;5;"









  
  
    
  I was not expecting an ending to this book, but it actually has one. I thought we would end with a summary, but we actually ended with a suggestion. I recommend you go on this journey and see what you think about the suggestion.Ot maybe it's an invitation. 🤔

  
"
21 Lessons for the 21st Century;Fei Luo;April 30, 2019;Verified Purchase;5;"









  
  
    
  This is a wonderful book discussing modern problems of humanity. Yuval has explored 21 problems for modern society, and discussed each of them in details in a insightful way. Those who would like to understand the problems better in modern societies are recommended to read this book.

  
"
21 Lessons for the 21st Century;In-Ho Keum;December 11, 2018;Verified Purchase;4;"









  
  
    
  It is a great intellectual pleasure to access his thoughts/ideas on each of 21 challenges/issues. It is noteworthy his story-telling power by linking one challenge to next. Perhaps due to the number of 21, some challenges such as ""science fiction"" and ""meditation"" may have less weight than the others.

  
"
21 Lessons for the 21st Century;Karen K;February 28, 2021;Verified Purchase;5;"









  
  
    
  Superb META ANALYSIS of ways to succeed in the future.  Balanced, fair, no blame, civil discourse and ideas.  Quite an EXPERT!!

  
"
21 Lessons for the 21st Century;JamesD;June 3, 2020;Verified Purchase;5;"









  
  
    
  I read Sapiens twice, it was that good.  This book is equally excellent.  It's a bit slow at first, but stay with it until the end, it's worth it.

  
"
21 Lessons for the 21st Century;Fadi Hammadeh;November 18, 2018;Verified Purchase;5;"









  
  
    
  The usual fluid and accessible style of an acomplished author. Having focused on the past (Sapiens) and the future (Homo Deus), this one analyses current events and those that are likely to happen in our life time. Harari is simply one of the most inspired thinkers of moderns times.

  
"
21 Lessons for the 21st Century;Nancy G Daniels;September 4, 2019;Verified Purchase;5;"









  
  
    
  Harari does an excellent job of objectively consider the significant challenges that Homo sapiens (and perhaps Homo deus) faces over the next 80 years and beyond. As a career technologist I found his lessons both well researched and plausible.

  
"
21 Lessons for the 21st Century;Maggie;August 16, 2019;Verified Purchase;4;"









  
  
    
  This is an important MUST read for thinking adults. Non partisan,  interesting and insightful as to current and future geopolitical issues. Only not 5 because the last chap seemed weak in light of the rest of the book.

  
"
21 Lessons for the 21st Century;Neill Brownstein;November 12, 2018;Verified Purchase;4;"









  
  
    
  My key take away... Meditation ... Took to unlock my inner self.  As a person with the attention span of a 3 year old, I am reminded the technique is already at my finger tips to restore calm and find insights....

  
"
21 Lessons for the 21st Century;Richard Weston;November 8, 2018;Verified Purchase;5;"









  
  
    
  As important a book as Homo Deus and Sapiens, the author’s two great books about how the world really works.  Wonderful writer!

  
"
21 Lessons for the 21st Century;Thomas Remington;February 17, 2019;Verified Purchase;3;"









  
  
    
  Lacks the originality of the previous 2 books.  Tries to cover too much ground, so doesn't offer new knowledge or insights.

  
"
21 Lessons for the 21st Century;Graeme Ing;January 8, 2019;Verified Purchase;5;"









  
  
    
  This book will make you think. The author has cleverly analyzed all the major challenges of the present and going into the future. If government's only read this book they could do wonders!

  
"
21 Lessons for the 21st Century;Caryl Rosenthal;January 6, 2019;Verified Purchase;3;"









  
  
    
  This is the third book I’ve read by Harari, and the one I liked least.  It ends up being a polemic for the virtues of meditation.  I’ve nothing against meditation, but the practice is hardly the force for good argued by the author.  Moreover, I’m generally more optimistic about the future than Harari is, and especially about the potential for good from technology.  In my opinion, Harari would benefit from reading Pinker’s latest book, “Enlightenment Now”, followed by a stiff drink.

  
"
21 Lessons for the 21st Century;W Kristin Portmann;May 11, 2019;Verified Purchase;5;"









  
  
    
  I read the earlier book, ""Homo Deus,"" by the same author (good read as well). However, I think this a book everyone should read, especially if you are under 40.

  
"
21 Lessons for the 21st Century;Kindle Customer;September 11, 2020;Verified Purchase;5;"









  
    
  Éstos son de los libros que todo ser humano tiene que leer en este siglo. Tiene la información más importante que nos va ayudar hacer una mejor humanidad.

  
  
"
21 Lessons for the 21st Century;Maggie;January 12, 2020;Verified Purchase;5;"









  
  
    
  So much amazing info.  I can only take a chapter at a time though. It is sooo much to digest.  Some is quite scary

  
"
21 Lessons for the 21st Century;A Happy Amazon Customer;November 21, 2018;Verified Purchase;5;"









  
  
    
  This is the third of three recent publications by this author, a historian with the largest and most scientific basis for understanding humanity, where it has come from, what challenges lie ahead, and how to approach this coming issues. I give all three volumes the highest recommendation.

  
"
21 Lessons for the 21st Century;C.C. Chapman;November 27, 2018;Verified Purchase;5;"









  
  
    
  One of the most thought inducing books I’ve ever read. A book I wish everyone would read because there is much to learn and this book could be the starting point for many needed discussions.

  
"
21 Lessons for the 21st Century;L. Iza;October 15, 2019;Verified Purchase;5;"









  
  
    
  A book for anyone who cares about the world we live in and it’s inhabitants. Highly recommend for book clubs and discussion groups

  
"
21 Lessons for the 21st Century;Stefano Giudici;May 31, 2019;Verified Purchase;5;"









  
  
    
  Lots of challenges to life, experience, reality, and the way we (I) understand them. Sometimes too much sceptykal, almost nihilistic, but the author never leaves a thought or a challenge unexplained. I think the book is very much worth reading, especially if we want to deepen and see differently what's happening around us. And in us.

  
"
21 Lessons for the 21st Century;Carl Berney;December 9, 2018;Verified Purchase;5;"









  
  
    
  This is a book that like his others, brings you to new subjects and new ideas, and allows you to play ""what if"" with them. It is more personal than his other books but just as brilliant, if not more so. I find myself thinking about it a lot as I go through life, wondering how the world will go. Great for inquiring minds!

  
"
21 Lessons for the 21st Century;Ivan Brincat;October 13, 2018;Verified Purchase;4;"









  
  
    
  Maybe not his best work, Homo Deus remains my favourite but still worth the time. A series of essays some better than others make this a worthy read and also one which makes you think. Read it.

  
"
21 Lessons for the 21st Century;Fabricio;November 22, 2018;Verified Purchase;4;"









  
  
    
  This book has provoked great introspective reflection for me. Although it does not bring fully fledged answers to the big century questions, it helped me position myself in a better state of mind for finding my own answers.Good reading.

  
"
21 Lessons for the 21st Century;Grunow;January 21, 2019;Verified Purchase;3;"









  
  
    
  Author has one idea that he restates in each book.  Suggestion:  write one 200 page book.

  
"
21 Lessons for the 21st Century;Joanna Hannigan;January 15, 2021;Verified Purchase;5;"









  
  
    
  easy to read, however, penetrating words will require deep thinking and motivate many to positive actions.

  
"
21 Lessons for the 21st Century;Amazon Customer;November 19, 2018;Verified Purchase;4;"









  
  
    
  This book is a frightening look forward that generally devolves into a skewering commentary on our communal efforts to organize society. I was grateful for the section on suggested attributes that deserve our attention and the hilarious quote on the meaning of life. Unfortunately, at the end, we are left a bit in the lurch as there appears no escaping the matrix!

  
"
21 Lessons for the 21st Century;Samer;January 10, 2019;Verified Purchase;4;"









  
  
    
  Homosepians is waw. Homodeus is good. So you ask yourself, what could be next? Read the book and get surprised. It is broad, deep, simple, comprehensive,... I first listened to the audio version, then I got the ebook and read it twice. It is amazing.

  
"
21 Lessons for the 21st Century;Luis Ortiz;November 24, 2020;Verified Purchase;5;"









  
    
  Considero que es un libro que todos debiéramos leer. Harari hace un excelente análisis crítico del mundo actual a la luz de su historia. Podemos no compartir algunas de sus conclusiones, pero es muy interesante conocer sus planteamientos.

  
  
"
21 Lessons for the 21st Century;Swimmer;November 16, 2019;Verified Purchase;4;"









  
  
    
  Harari always is insightful and provocative. This book wasn't as powerful for me as Sapiens and Homo Deux but I am happy he wrote it because I crave his insights.

  
"
21 Lessons for the 21st Century;Sergio;February 20, 2020;Verified Purchase;5;"









  
  
    
  At the beguiling I thought is gone be another book of what is next, and the answer is yes but is a fresh air how to live in a world surround with the technology and how not si the reality that the media, companies and religions want us to see, I love this book

  
"
21 Lessons for the 21st Century;Lin;December 9, 2020;Verified Purchase;5;"









  
  
    
  I am very happy with my purchase of this book. I’m glad that when I received my order, the front and back covers weren’t damaged and none of the pages inside were ripped. I have already read half the book and it is really well written. I would definitely read another book from this very same author.

  
"
21 Lessons for the 21st Century;Leah Wingfield;March 13, 2019;Verified Purchase;5;"









  
  
    
  What I love about Hariri is the questions he asks.  He opens my thinking and challenges my beliefs by inspiring me to look at them as stories and to check which I believe.

  
"
21 Lessons for the 21st Century;Amazon Customer;September 11, 2018;Verified Purchase;5;"









  
  
    
  Great reading indeed, it gives you facts and possible to think where we as individuals expecting the future of humans will be.Reading Professor Harary, as is having conversation with your conscience.

  
"
Outliers: The Story of Success;Glen Robinson;July 3, 2017;Verified Purchase;5;"









  
  
    
  This is not just a good book. This is an important book. One of the first things I realized in reading this book by Malcolm Gladwell is that his position is diametrically opposite from that of Dr. Ben Carson, who through his campaign for the presidency stated that ""poverty is a state of mind."" Carson emphasized that despite all odds he was able to pull himself out of poverty and become a neurosurgeon and accomplish the things he did.Gladwell's book states early that success doesn't happen in a vacuum. It isn't based on intelligence, but on a variety of factors, and he uses multiple examples to demonstrate that we as a nation could have many more successful people in our country if we were to accept that it takes a village to make successes out of our children. In fact, he shows that hard work and opportunity in almost all cases are more important than intelligence.One story tells of the Canadian hockey league and the fascinating statistic that the vast majority of all successful hockey players are born in January, February or March. Why? Because the cutoff date for signing children is January 1, and those born in the first three months have a distinct advantage in age, experience and size in relation to those they play against. That same cutoff date is used by other countries, such as the Czech Republic, for not only hockey but soccer as well, which means that children born in the later part of the year consistently are overlooked when it comes to team sports. It's a built-in bias.These biases are all around us, and determine who succeeds or fails, constantly. In addition, the bias of a culture has a significant effect on how well a student does. Gladwell talks about the belief that Asians are better at math, which he shows is because their languages are more number-friendly, leading children to count earlier, and which make math simpler. In addition, he shows the inherent tradition of hard work of southern China had resulted in a work ethic for their descendants that continues today.Many of the stories are supported with statistics. One of the most eye-opening to me was his observation of the impact on summer vacation. Statistics show that the amount that lower-, middle-, and upper-class students learn in elementary school each year isn't that significantly different. But when you compare what they learn or forget over summer vacation, there is a significant discrepancy. Upper-class parents keep their children busy with lessons and classes all summer, while in most situations lower and even middle-class students don't do much during the summer and often forget much of what they have learned the previous year. As the summers add up, the problem compounds. And so the difference between upper, middle and lower class widens.The book is significant, easy to read, and extremely thought provoking. I highly recommend it.

  
"
Outliers: The Story of Success;Halordain;June 25, 2020;Verified Purchase;1;"









  
  
    
  I came in from reading Daniel Kahneman's Thinking, Fast and Slow, expecting scientific, statistically backed, thoughtfully reasoned bite-sized chunks of knowledge. Instead, I felt like I was reading a tabloid writer's stream-of-consciousness brain dump of trivia. Breaking down my disappointment into four general categories:1.) Negative -- excessively so. Human deaths are treated like numbers, lives categorized as ""success"" or ""failure"" as if no shade of gray existed. One of the few ""genius"" cases studied, Chris Langan is portrayed as a failed human being for being unable to negotiate financial aid or a change in class schedule. The author conveniently treats his college dropout as his fault for lacking ""savvy... to get what he wanted from the world."" Gladwell compares Langan to Oppenheimer, making random connections to a scientist from a different era, jumping to conclusions in comparing two people that didn't even deal with the same problems. Providing painstaking second-by-second detail into the final moments of Korean Airlines' 801 crash. Belittling poor families for letting their children choose their own pastimes. Morbidly dramatizing the family feud between the Howards and the Turners, when the point of the chapter/lesson benefited from no such detail. There's such an obsession with death and negativity that I found the book difficult to digest and follow without compartmentalizing large chunks. The book drained me of any positivity and hope each time I read one of these startlingly negative case studies.2.) Rambling -- small talk, irrelevant facts thrown in as gossip. History lessons and useless divergences abound. Wasted words, either to drive home points as dramatically as possible, or feign scientific expertise under the guise of trivia knowledge. The detailed who-killed-who in a family feud has no relevance to the topic at hand. I don't care how many cases of insanity a random educator studied in 1871, or how many people died on a plane crash. Even the aizuchi in a cockpit conversation seemed over-the-top. More than half of several pages in the book contain fine-print-sized sidenotes that constituted little more than divergences or parenthetical remarks, which, though, interesting, didn't add much credibility; on the contrary, it made it seem as if the author didn't take the time to cull irrelevance and move interesting topics into an appendix, or into the body of the text itself. An editor needed to take a fine-toothed comb and cut the fat by about half. Ultimately, when I found myself meandering down one of these divergences, I skipped entire paragraphs and pages to reach the thesis or the point.3.) Jumping between vignettes with little to no transition. Chapters often begin with a long divergent story without introduction, without even stating the point or relevance to topic at hand. It was hard to get interested or invested in these stories because (a.) I knew these people were going to die, and (b.) there wasn't even the slightest hint as to why this story would be relevant. Then, before the author made the connection, he'd jump to another story, another divergence. For example, in studying the importance and influence of culture on plane crashes, the author jumped from a Korean Air cockpit to a discussion of Russia, to the cockpit of a flight from Dubai with Colombian crew, all without so much as a transition or thesis sentence. I was left wondering what happened to the Korean flight, then what it had to do with outliers -- particularly successful or bright people -- then assigning faces to more names, more cultural generalizations. The book is full of random jumps between scenes without so much as a transition. It was confusing and frustrating to parse.4.) Unstatistical -- The book suffers from a heavy dose of WYSIATI -- What You See Is All There Is. Cases are brought into light conveniently when the author wants to make a point, and just as conveniently dismissed or not mentioned when they don't support the point. A study following families and the way they raise their children surveyed only 12 families (!) -- a minuscule sample size -- then makes generalizations about the influence of two parental styles: rich and entitled vs. poor and meek. Similarly, a case study on Marita in the KIPP Academy program focuses entirely on the positives of discipline in her schedule, without comment or perspective on its rigidity. Never mind that she had no more friends from her old school, or how much sleep she was losing. All that seemed to matter was the author's point that certain environments can elevate the poor. The prowess of Asian students in mathematics, compared to English-speaking Western children, is explained away by the shortness and ease-of-pronunciation of the Chinese words for numbers, without any brain studies, control groups, or consideration of cultural emphases on study and discipline. Langan is compared to Oppenheimer simply because the author was reminded of one of them when interviewing Langan. Many explanations, however convenient or logical, focus on a single fact or coincidence with little regard for alternatives or counter-arguments. With rare exceptions, statistics, when presented, don't seem to tie to any particular cited journal or brain study. When a conclusion is reached, it seems plausible only because the story - the tabloids, the drama, the convenience - seems solid, not because all the facts have been considered and the science consulted.Overall, I don't feel like I came away from the book more enlightened or educated about the environments around geniuses or success stories. Instead, I felt like I finished watching a season of Encounters, live TV trying to explain phenomena like crop circles through random anecdotal accounts and sounding smart by mixing in some interviews. I don't recommend this book to the scientifically inclined.

  
"
Outliers: The Story of Success;Olivia Filicetti;November 28, 2016;Verified Purchase;5;"









  
  
    
  Have you ever wondered why some people prevail and live remarkably successful lives while others fail to reach their full potential?Malcolm Gladwell explores the different factors that decide the difference between successful and unsuccessful people. We learn what rock stars, geniuses and computer programmers have in common. He explains that success is not just a matter of IQ, but a combination of hard work and opportunity. In Outliers, Gladwell hooks the reader by first providing an anecdote and explaining the common misconceptions that people have about that situation and then completely turns our understanding of how they got to be successful on its head.This book includes stories of why January first is the ideal birthday for a hockey player, how the work ethic determined by Jewish immigrants making clothes lead to them becoming successful lawyers, how Asians working in rice paddies has developed a culture which excels at math, and how performing for 10,000 hours in Hamburg decided the Beatles’ rise to fame. While this book was enjoyable for this trivia alone, Gladwell manages to change our perception of success entirely, because timing, circumstance, and even luck are major factors that decide a person’s success. Sometimes the disadvantaged actually have all the advantages in the world just because they happened to be born in the right place at the right time. We have to examine all the factors surrounding a successful individual which all had to come together in order for him or her to be an outlier.Gladwell bases most of his anecdotes and explanations on research conducted by others and I wish he would have gone into more detail about how these studies were conducted and how reliable they actually are but this is the only complaint I have about this book. He is a very charming and enthusiastic story teller, he thoroughly explains his thought process without rambling and kept me interested and engaged throughout the whole book. Overall I enjoyed reading Outliers and I would definitely recommend it to others.

  
"
Outliers: The Story of Success;Joshua Leeger;February 28, 2016;Verified Purchase;5;"









  
  
    
  This book changed the way I look at things. Gladwell breaks success down into a few components:Meaningfulness - The thing has to have some meaning for you, some deep meaning.  You need this to create or have a desire or need to do the thing - you won't do it if there's no need to do it, or no desire.Expertise - Which is different from ""success.""  It takes 10,000 hours of consistent, deliberate practice to become ""expert"" at something.  If you have the desire/need, you won't mind putting in the time.Support - No one does anything alone.  Every successful person had support from someone at some critical point in time.History - Your own genealogical history will have a huge impact on what your do - how you act/react regarding things.  Your personal history will have a similarly huge impact - how you view the world is based on your experience of it from an early age.Culture - The culture you were raised in, and the culture you live/work in, will determine your behavior to a large extent, unless you're really aware of it, and can work with it.Luck - It takes a lot of luck to be ""successful.""  You have to be in the right places at the right times.  You have to have all of the cards stacked up in your favor.There are some things we just can't get around.  Our genes, for instance.  Our family history.  Our past.  Those things are done.  The good thing is, they are done.  We don't have to think about them, unless they create impediments for us.  If they do, we need to deal with them and get over/around those issues.We can't really get around luck, either...though some people feel like we make our own luck (and I tend to agree).  We can do our best to stack the cards in our favor, to create Win/Win situations whenever possible, and walk away from situations that are Lose/Win, or Win/Lose.  That will go a long way.  Maybe as far as luck itself can at times.The rest of it is simply finding what's most meaningful to us, and being true to it.  It takes a lot of work, a lot of bravery, a lot of soul-searching.  But when it's all over, wouldn't you rather be able to say you used your life to become who you really are?  That you realized your fullest potential?  The alternative seems very sad.

  
"
Outliers: The Story of Success;Joseph Boenzi;August 10, 2018;Verified Purchase;5;"









  
  
    
  One of my past pupils recommended that I read this study in June 2018. I picked it up from Amazon and began to read it on a journey to San Antonio, and completed it on the return trip to Berkeley.Author Malcolm Gladwell tells us that what we usually consider the heart of a success story is really off the mark. There are no self-made successes. ""Outliers"", people who excel, have many others to thank, including family members who lived two or three generations before their births. They have opportunities, yes, and they have hours to practice, to study, to rehearse, to experiment -- thousands of hours, in fact. In addition, they also have those who encourage them in making social contacts, in ways to best present themselves and their ideas. High IQ and native talent are not enough; being comfortable in the social context makes the great difference.Gladwell introduces his essay with an assessment of the people of Roseto (Pennsylvania) of mid-1900s - how their good health and extraordinary longevity defied American averages. What medical researchers found is that Roseto's population of Italian immigrants and their descendants spent time with each other, and resolved issues by confiding in each other. They shared their meals and never rushed Sunday dinner, which was always intergenerational. The people of Roseto did not die of heart disease or cancer. They died of old age (I relate to this because, as an Italian-American, I have been interested in the story of Roseto for decades).The essay ends with Gladwell telling the story of racial mixing in Jamaica in the 19th century, and how slavery ended there well before it did in the USA, how opportunities were offered and taken, and lives improved, racism died, solidarity became solid, and people found meaning (The Jamaican Story becomes a revelation to the reader at the end).Between these bookends, Gladwell examines the stories of hockey stars, rock stars, geniuses, inventors, tailors, lawyers, nuclear physicists, and other outliers -- and Gladwell finds patterns in their upbringing and in the mentoring that they received that made them, if not exceptional, incredibly proficient.This essay is an important contribution to the study of education, parenting and policy-making. I highly recommend ""Outliers: The Story of Success"".

  
"
Outliers: The Story of Success;Tiffanny NN;November 9, 2017;Verified Purchase;3;"









  
  
    
  I received the book in the mail yesterday, and I'm almost done. It's a very easy read.  The author proves, through a series of logical examples, that those that our society deem ""the great ones"", have more to do with a series of lucky breaks meeting preparation than some innate ability.  That being said, the book gave me hope.  It is definitely NOT written in a hopeful or inspirational tone.  Its redundant points are presented very logically and matter-of-fact (other reviewers say ""boring"").  Potato/po-tah-to... Example after example....after example, the pattern that emerged for me was destiny is real, that even as early as our birth, the universe is conspiring to lead us in the direction of our purpose.  We each have a series of ""lucky"" breaks as well as unfortunate events that are directing our paths. We can chose to lean in and pursue or be crushed by the redirection.  Once I shifted my focus, the authors examples were exciting and eye-opening.  As I said, I've not yet completed the book.  Gladwell may very well bring it together in this way by the end (fingers crossed), but regardless, reading it from that aspect makes it much more of a page turner.

  
"
Outliers: The Story of Success;DBP;December 3, 2017;Verified Purchase;1;"









  
  
    
  I didn't like this book. It seemed like it was saying if you're aren't born under the right conditions you have no hope of success. I can't finish it. Too depressing.

  
"
Outliers: The Story of Success;Tony R.;September 26, 2018;Verified Purchase;5;"









  
  
    
  There are many books on the market that dissect success. They often talk about perseverance, determination, creativity, and hard work. What Malcolm Gladwell has done in 'Outliers' is take a deep dive into the rarely examined factors that give an edge to one set of gifted individuals over a similarly gifted set. Sometimes the factors are beyond the control of people, such as a team of hockey players who were born within a set few months of the year versus those athletes born in other months. Or the creative types who practice their art a minimum of 10,000 hours versus those who practice less. Each chapter is an eye-opener and sheds a bright light on what makes someone a success and someone else, with similar skills, less of a success. Gladwell's style is a journalistic matter of fact tone which will keep you reading while clearly understanding the points being made. This book does a fine job of investigating each surprising case study without lecturing or making the material too complicated to understand. For anyone who has ever wondered why maybe they or their child or spouse didn't succeed where someone else who was no smarter or more gifted did succeed, this book might offer a clue. It's a must have. Highly recommended.

  
"
Outliers: The Story of Success;Vivman;December 27, 2018;Verified Purchase;5;"









  
  
    
  Do yourself a favor. Get this book. Read it and share its lessons with your children.Malcolm Gladwell expertly blends behavioral psychology with Freakonimics. Yes, natural talents and desire are essential for greatness, but there is so much more to understand about these disparate stories of success; each, in some way an anomoly.Some common themes prevail thoughout this book; and explain the unique circumstances that allowed rare talents to flourish. Opportunity born of luck or circumstance have given extraordinary talents like Bill Gates the unique exposure to computer resources when few others could. The author explains the rare circumstances that allowed individuals born within a uniquely small window of history to produce the extraordinary successes of Apple and Microsoft and Oracle.The book expertly explores the cultural influences of Jews emigrating to the US from Europe, and how their circumstances contributed to their unique successes following the rise of the garment industries in NY. The author also discovers the statistical anomoly of birth dates and how physical maturity plays an arbitrary role in who ultimately succeeds in competitive ice hockey in Canada. Each new use case is as fascinating and thought-provoking as the last.This is a fascinating and informative book that will keep you yearning for more. You'll wish you had 10,000 hours to devote to mastering your craft!

  
"
Outliers: The Story of Success;J. Erlich;May 14, 2015;Verified Purchase;4;"









  
  
    
  Interesting stories and statistics about how ""life is not fair"".We all know that is true, but the details are often quite interesting.  For example, most professional athletes are born in the first half of the year. Poor children learn about as well as rich kids during the year, but fall behind during the summer. Deference to authority can lead to plane crashes.The main thesis of this book is that we should reject the myth of the ""self-made man"" because there are precise factors that lead to anyone's success: being born in a certain year or being given a rare opportunity. And I think Gladwell is correct in this.But he tells stories of success only. What about the stories or failures or of criminals? Can't we make the same argument for those people? If that's the case how do we justify punishing people for their crimes when their circumstances were beyond their control.It may be that Gladwell would agree on a more compassionate justice system, but by only focusing on the outliers on one side of the tail the book feels shallow and unsatisfying.Still, I give it 4 stars because I think it is worth the read and it is entertaining.

  
"
Outliers: The Story of Success;Michael M.;January 18, 2015;Verified Purchase;1;"









  
  
    
  Initially I enjoyed this book, until I realized that many of the conclusions that Gladwell came to were wrong.Throughout the book he brings up various bits of information and facts on a topic that he has discovered. He'll dig a little deeper into the topic and draw a conclusion from this. The problem with this is his information/data is incomplete and misleading on numerous topics.I researched a few of the topics because I found them interesting and wanted to learn more. After doing this research it became apparent that Gladwell is either jumping to conclusions with incomplete research or is going out of his way to prove a point cherry picking data.Based on what I've researched I've found significant errors with the following topics:-Canadian hockey players-10,000 hour rule-Top NYC Lawyers-Schooling in the US vs other countriesBased on this it's difficult for me to believe any of the other topics in this book. PLEASE do your own research before just believing everything you read in this book.

  
"
Outliers: The Story of Success;cherirn7;September 27, 2017;Verified Purchase;5;"









  
  
    
  Outliers, by Malcolm Gladwell gives the stories of men and women whodo things out of the ordinary. The reader will learn about the successof people of all walks of the working life, from geniuses to rockstars, pilots, and even the rise of the author’s own family inJamaica. Gladwell even goes as far as to challenge the way we think ofsuccess. He takes the reader through many examples of success storiesand finds a common thread to connect them all. This work shines lighton the subject of success in a way never shown before, emphasizingthat no one makes it to the top on their own. The organization of thisbook is very interesting and easy to read. Gladwell gives manyspecific examples of events that are all related to his main point,then refers to them throughout the book tying all of the examplestogether. I was happy to read about success stories as opposed toother nonfiction pieces that can be more depressing stories of war orpolitics. Overall, this is a very impressive work that gave a new wayto think about success.  -Charlie S.Copyright 2008 by Malcolm Gladwell- Little, Brown and Company,Hachette Book Group. All rights reserved.

  
"
Outliers: The Story of Success;O.W.;September 14, 2017;Verified Purchase;1;"









  
  
    
  Unimpressive. Lots of flimsy data, incorrect assumptions and circular reasoning peddled as fact. Moreover, I don't think Gladwell actually says anything new in this undercooked rehashing of the nature versus nurture debate.

  
"
Outliers: The Story of Success;Anthony Trendl;May 11, 2019;Verified Purchase;3;"









  
  
    
  Reading Outliers as someone with a couple decades of professional experience, and many years more of a committed drive toward excellence, I was encouraged. 10,000 hours sounds great. I have that easily and am enjoying success in my career. This book appeals to my ego, really.Only I don't think 10,000 is a real number. We can point to examples of great successes with less experience. And to so-called failures with 20,000 hours in. Success is a messy word.Lebron James hardly had this when he started with the MBA. Michael Jackson when he was first big with the Jackson 5. Shirley Temple too. She started when she was three.Meanwhile, all those athletes who are forgotten thanks to just missing a medal may have more hours than can be counted. Or the local theater. It is filled with actors who never made it to Broadway or Hollywood.I think this book is not without merit in its fundamental point: work long and work hard and good things may come. Horatio Alger said similar things in his novels.The stories he tells are true but I'm unconvinced they are truths to bank on. By all means, if you want something, chase it hard, but don't believe that it is that simple.Anthony Trendlamericanspeechwriter.com

  
"
Outliers: The Story of Success;Amazon Customer;June 12, 2020;Verified Purchase;1;"









  
  
    
  I read the entire thing just to make sure I knew exactly how unfulfilling it truly was. There were maybe a few pages worth keeping in mind. The moral of the author's entire point is......sometimes people achieve success because of things that happened to them in life. Literally, go take the bus and have a conversation with any stranger and you'll find that to be more rewarding of an experience. I can't believe it has such an astounding reputation. I'm sorry for being harsh but there a better ways to spend your time than this reading book.

  
"
Outliers: The Story of Success;Sonny Laskin;September 8, 2017;Verified Purchase;5;"









  
  
    
  Malcolm Gladwell's writing is simple and easy to comprehend but yet has such deep profound insights.  His books like Outliers take modern issues and he finds very simple solutions to them that were there just staring right at your face.  When Malcolm points out these solutions, you just hit your head and say why didn't I think of that?In Outliers Malcolm gives clear insights and answers as to what makes a tremendously successful person (Malcolm's definition of an Outlier).  In this book Outlier is only on the success side as the term Outlier can easily be used to define an abject loser also on the other end of the spectrum.  Now the simple synopsis of this book is that a successful Outlier is not a self made man only but also needs a few lucky circumstances, ethnicity, genetics, family background and breaks to become an Outlier.  After reading through Malcolm's tangible evidence, facts and anecdotes, I had to hit my head and say why didn't I ever come to these conclusions about successful people?  My perceptions on success and being successful have changed.

  
"
